x1	x2	y
-0.13793806201261394	0.08770183648569085	1
0.7044865852470028	0.6964576391757763	0
0.7350640712846656	0.869187288242979	0
0.36089806826748483	-0.7010940200138569	1
-0.8768894750406687	0.3605275745872346	1
0.6664026315847	-0.8617310265257638	1
-0.34745673410968747	0.6318769577147022	1
-0.43088471861939537	0.4194696717038827	1
0.17500021794176945	-0.23256758529591948	1
0.5877457111958485	-0.47647189412214386	1
0.09852132268445624	0.7671682340880512	0
-0.44222818211315185	0.9683409177822396	1
-0.0237487524352753	-0.11381564590854987	0
-0.3379988127804374	0.8616441526985501	1
0.2587490808025855	-0.5339438876073171	1
-0.007270050848916965	0.7172980143192438	1
-0.6091149929334954	-0.4092971021105021	0
0.12125263461172875	0.9159313948375637	0
0.8934233275072775	0.5504608416459534	0
-0.45555305295820336	0.311764781928876	1
0.4375325242923175	0.6287686315608321	0
0.6851063113562069	0.0017986822829778593	0
0.42445032107535596	0.41204538470528884	0
0.8278704927802399	-0.8311089070271713	1
0.7017570527085504	-0.4950139601522099	1
-0.9515559348006748	-0.7429101791086928	0
-0.2931401881939749	-0.027838834720312233	0
-0.34148725677277336	0.4266247484129879	1
-0.2907665960230442	-0.3671271428888435	0
-0.019724114179739405	-0.36815287432004584	0
-0.7315017436421523	-0.29448760724569634	0
-0.05261420323375354	-0.6093752845526865	0
-0.5583706495046045	0.2647942043671171	1
0.4200117489149461	0.41264127031093645	0
0.6492848217248669	0.1442638733655447	0
0.3264086060767055	0.8674560815469088	0
0.9402142271202667	0.6552347940181528	0
-0.8102196909399833	0.19801755448376868	1
0.5670777806925561	0.8887108622464899	0
-0.410683540563489	0.7810905072545817	1
-0.4505969962561557	0.6930969158868221	1
-0.3974145715194014	-0.7164819090690068	0
-0.49443411362021694	0.43157095382589916	1
0.15484241275165544	-0.48039042141896937	1
-0.5386161661220824	-0.7531885720186169	0
-0.81754632328179	-0.659115034403937	0
-0.21997876168568165	-0.9361148339273572	0
-0.05973845208308437	0.009593628820516065	1
-0.28932908996178597	0.8685309867037792	1
-0.8208311109393106	0.3488383338407456	1
-0.07620669102548105	0.533886479699875	1
-0.20360076734788324	-0.13688024992826486	0
-0.9978816905709567	0.2953984895996039	1
0.2962757952643179	-0.5604959026152951	1
-0.6423808411446306	0.3853060002145612	1
-0.9026119605547456	0.7681516409930237	1
-0.7994020726793004	0.3586200877029575	1
0.863171547951901	-0.09640381934559428	1
-0.16479165231018744	0.306883227889975	1
0.22098478704966473	0.3015906055715526	0
0.7921466119337537	0.4714918524830872	0
-0.39064896038678365	0.6374996530330265	1
-0.7049773290668685	0.6786242417799282	1
0.6976547949141477	0.5533849784275564	0
0.8039133876495111	0.9924218518289892	0
0.7300809656314945	0.4160054190887553	0
0.14244664338585888	0.6977185834156359	0
0.23240630782648963	-0.7233633488434758	1
0.4266371587074501	-0.9115689028998357	1
-0.7937396951865612	0.49681682286000384	1
0.2689784713866199	0.6884821608709654	0
0.5894256555151848	0.1905456722985921	0
-0.9573404746620093	-0.5565562622116648	0
0.0419328955503091	-0.34426792740427736	1
-0.6553533304600853	0.9163735961384448	1
0.2745910549496363	-0.7464494908415513	1
0.568792231935145	0.8716045401115102	0
-0.21685457836696165	-0.42163985030293083	0
-0.792489435039493	-0.22879453347953982	0
0.34446425780449896	0.14549294815899416	0
0.4790004457016792	0.07769405593325585	0
0.605990475049522	0.8548010891642175	0
-0.8248271964222454	-0.7361658106002396	0
0.08046268778588006	0.6666363420194162	0
0.6350824759018197	-0.2787175604826533	1
-0.7916055460581055	-0.6772516786142577	0
-0.6265066449757675	-0.15497887121213894	0
-0.7817699221177695	-0.4683921413457034	0
0.8888941996148348	-0.7463707683171793	1
0.8728205928464574	-0.052090835737986674	1
-0.5826101962860099	0.16860983840279797	1
-0.74278207400849	0.2892698344064264	1
-0.37991000204777636	0.7812346905805483	1
-0.8281950735892923	-0.11553314460863073	0
-0.7647322797211045	-0.591359817583454	0
-0.49529590940086077	0.732104425071373	1
0.6550201816901058	-0.5749491685970997	1
0.3343646380833304	0.9079204031825567	0
0.3711015986951265	0.36010546327251547	0
0.7948874688110199	-0.10262342796527302	1
0.5007231850909081	-0.37719655821475573	1
0.9921682004983414	-0.23504789450531105	1
-0.14590287089676057	0.9015180178166498	1
-0.8272616986908019	0.5495806440098265	1
-0.23370301750986122	0.8327347123790703	1
0.11660231374680274	-0.129761297318021	1
0.08032468706754603	0.944121695198857	0
-0.3049203856112951	-0.4974511794789064	0
0.7633680539570397	-0.41422036631119197	1
0.25724928880894016	-0.6181767503562041	1
-0.25003882207042727	0.5320313652256363	1
-0.13818011598978308	-0.3246715187610806	0
-0.5999098315205337	0.8033968446796405	1
0.8472240404334032	-0.9868608834197139	1
0.8609450984012789	-0.021105380876431434	1
-0.7762520457119706	-0.5833711593880921	0
-0.05562970373739906	-0.4517370908122591	0
0.7458940072910433	-0.5843699942644565	1
0.1302826067322307	-0.30598027199110167	1
0.5774146633259782	0.4022874797969328	0
0.9954168025129745	-0.708684546424017	1
-0.04526445297549386	-0.8405092495775505	0
0.37126775946856705	-0.14174252666888565	1
0.8819859240913964	-0.6560808708863934	1
-0.02153051604153322	-0.11416093207350975	0
-0.9342640403690397	-0.2691397517096522	0
0.7087606101611843	-0.3994284795985087	1
0.8059702115107775	-0.3457204431951818	1
-0.0700916957360167	-0.20210518751016904	0
0.038227814062773646	0.39030989764279167	0
-0.8582733557934508	-0.20183101155411443	0
0.562028155603241	-0.8008608168698383	1
0.6575335184560218	0.34260053024813464	0
-0.1679257763894887	0.2505225426013048	1
-0.15384439781345705	-0.4366235368567807	0
-0.9700020403325029	-0.6913055886099123	0
-0.44879558519500373	-0.9017931656768096	0
0.10610261311150448	-0.9129604282094654	1
0.7772028587971268	-0.9354151867272706	1
-0.9271024104674332	0.1464622193776951	1
0.9206995275900592	-0.05570457616340041	1
0.8661738721548283	0.35073631364271796	0
-0.5305709496550868	-0.3980404904647079	0
0.7763141338787106	0.4697143276891984	0
-0.3308719460290471	-0.8345919088544399	0
-0.8812764907899251	0.5738010283530729	1
